,fruits_veggies,daily_stress,places_visited,core_circle,supporting_others,social_network,achievement,donation,todo_completed,flow,daily_steps,live_vision,sleep_hours,lost_vacation,daily_shouting,sufficient_income,personal_awards,time_for_passion,weekly_meditation,age,gender,work_life_balance_score,healthy_bmi,quest_year,quest_month
1259,4,2,5,5,3,6,5,0,7,1,7,5,5,0,3,1,2,1,7,36 to 50,Female,665.6,1,2015,10
1260,3,3,10,8,7,6,10,1,5,3,10,10,8,0,4,1,10,1,10,36 to 50,Female,728.0,1,2015,10
1261,2,4,1,2,2,7,3,0,4,2,3,2,6,5,1,1,2,1,5,21 to 35,Female,597.0,0,2015,10
1262,3,1,7,9,6,10,10,5,10,6,7,6,7,0,2,1,10,2,7,20 or younger,Female,749.3,1,2015,10
1263,3,1,7,9,6,10,10,5,10,6,7,6,7,0,2,1,10,2,7,20 or younger,Female,749.3,1,2015,10
1264,3,1,7,9,6,10,10,5,10,6,7,6,7,0,2,1,10,2,7,20 or younger,Female,749.3,1,2015,10
1265,4,5,6,3,3,4,3,5,8,0,3,1,8,0,2,1,3,0,10,51 or more,Female,662.0,1,2015,10
1266,2,4,10,8,4,10,9,2,8,3,7,3,10,0,3,0,3,3,9,20 or younger,Male,690.4,1,2015,10
1267,2,2,1,10,3,4,1,1,3,2,7,10,6,0,3,0,10,4,10,21 to 35,Female,648.8,0,2015,10
1268,5,3,3,4,3,4,3,0,3,2,1,3,3,0,10,0,0,1,4,36 to 50,Female,592.6,1,2015,10
1269,3,2,3,7,4,4,2,3,1,1,5,5,6,0,0,0,5,4,8,51 or more,Male,636.5,0,2015,10
1270,2,1,10,5,3,3,2,5,10,2,10,0,5,0,2,1,5,3,5,51 or more,Female,688.3,1,2015,10
1271,2,2,10,10,6,10,3,5,5,2,10,8,8,4,10,0,10,3,4,36 to 50,Female,692.3,1,2015,10
1272,2,2,10,10,5,10,6,5,5,2,10,10,8,4,9,0,10,5,6,36 to 50,Female,707.6,1,2015,10
1273,5,1,10,10,10,10,7,5,7,7,10,10,4,10,4,1,10,10,10,36 to 50,Female,766.3,1,2015,10
1274,5,4,10,3,3,5,2,1,3,3,4,0,8,10,2,1,6,1,2,36 to 50,Female,635.0,1,2015,10
1275,3,2,5,4,4,2,1,2,2,2,5,3,6,1,2,1,3,2,5,51 or more,Female,643.3,1,2015,10
1276,4,2,6,6,6,10,2,3,8,6,6,7,8,2,4,1,6,5,3,36 to 50,Female,705.1,1,2015,10
1277,4,3,6,8,7,3,6,4,4,6,5,3,7,6,6,0,8,3,6,20 or younger,Male,648.6,0,2015,10
1278,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1279,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1280,4,5,5,5,10,6,3,4,7,2,8,2,6,0,3,0,5,1,7,36 to 50,Female,666.0,1,2015,10
1281,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1282,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1283,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1284,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1285,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1286,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1287,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1288,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1289,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1290,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1291,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1292,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1293,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1294,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1295,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1296,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1297,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1298,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1299,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1300,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1301,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1302,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1303,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1304,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1305,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1306,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1307,4,4,4,4,0,2,1,2,7,2,6,0,7,0,1,1,3,1,5,21 to 35,Female,623.3,0,2015,10
1308,3,4,7,10,3,5,2,1,3,3,4,2,8,0,6,1,5,1,10,21 to 35,Female,643.5,0,2015,10
1309,1,5,3,6,4,10,0,5,4,4,6,3,7,7,1,1,4,6,3,21 to 35,Female,655.6,1,2015,10
1310,3,1,2,5,2,3,7,0,5,7,2,5,7,0,0,1,9,1,4,36 to 50,Male,653.1,0,2015,10
1311,3,2,10,8,4,10,5,5,7,4,6,1,7,2,1,1,10,2,6,51 or more,Male,715.1,1,2015,10
1312,5,3,5,8,4,6,10,1,3,3,5,2,7,5,0,1,5,0,4,21 to 35,Male,670.7,1,2015,10
1313,2,3,4,1,7,7,2,1,4,1,6,0,6,0,2,1,6,6,2,51 or more,Female,631.6,0,2015,10
1314,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1315,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1316,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1317,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1318,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1319,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1320,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1321,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1322,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1323,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1324,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1325,4,3,10,7,10,8,10,1,4,3,10,2,8,0,2,1,10,2,10,36 to 50,Female,728.0,1,2015,10
1326,5,2,3,6,2,5,2,3,7,1,10,1,9,0,6,0,7,3,7,21 to 35,Female,665.3,1,2015,10
1327,5,4,8,7,7,4,2,2,7,5,5,4,10,0,5,1,4,5,7,21 to 35,Female,693.4,1,2015,10
1328,5,2,8,8,7,9,8,5,6,9,8,9,8,8,3,1,8,9,5,36 to 50,Male,746.3,1,2015,10
1329,2,3,7,6,5,3,5,3,10,5,6,10,7,0,2,0,6,4,10,51 or more,Female,693.0,1,2015,10
1330,2,3,7,6,5,3,5,3,10,5,6,10,7,0,2,0,6,4,10,51 or more,Female,693.0,1,2015,10
1331,5,0,10,10,7,10,9,5,9,10,10,9,9,3,9,0,10,9,9,36 to 50,Male,767.3,1,2015,10
1332,4,2,10,6,10,7,8,5,9,3,4,7,8,0,2,1,10,1,9,51 or more,Male,723.4,0,2015,10
1333,2,2,6,7,9,6,5,5,8,2,9,4,6,0,2,1,10,2,3,20 or younger,Male,708.7,1,2015,10
1334,3,1,10,5,3,5,0,2,10,4,2,1,8,0,1,1,3,1,10,36 to 50,Female,663.5,0,2015,10
1335,2,3,3,4,1,10,1,0,2,0,6,6,6,2,10,1,0,1,1,21 to 35,Male,592.5,0,2015,10
1336,4,4,5,1,7,2,0,4,10,1,3,0,7,5,2,1,10,1,2,21 to 35,Female,631.2,0,2015,10
1337,3,3,4,4,3,5,3,5,5,0,3,0,8,0,4,0,7,7,4,21 to 35,Male,629.7,0,2015,10
1338,4,4,6,1,3,6,0,3,5,2,6,0,8,6,2,1,1,1,8,51 or more,Male,623.5,0,2015,10
1339,3,2,10,6,10,10,10,5,3,2,5,1,7,0,2,1,10,10,10,36 to 50,Female,740.4,1,2015,10
1340,5,3,2,5,6,5,7,1,9,7,8,7,8,0,1,1,7,8,7,51 or more,Female,719.1,1,2015,10
1341,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1342,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1343,3,3,6,6,7,3,6,4,6,6,2,1,8,8,4,0,6,6,7,21 to 35,Female,641.4,0,2015,10
1344,3,0,10,6,9,3,10,4,2,3,2,1,10,8,4,0,9,10,9,21 to 35,Female,675.8,0,2015,10
1345,5,3,2,6,0,5,2,0,10,1,1,1,8,10,4,1,0,0,10,21 to 35,Male,624.2,1,2015,10
1346,4,4,2,2,1,3,1,1,4,2,4,0,7,7,4,1,2,0,3,21 to 35,Male,583.8,0,2015,10
1347,3,2,1,5,7,8,4,5,8,6,3,6,6,0,2,1,5,2,8,20 or younger,Female,697.3,1,2015,10
1348,1,3,3,5,2,10,5,5,5,5,10,1,5,5,0,1,5,4,5,21 to 35,Female,659.4,0,2015,10
1349,1,2,4,7,8,7,4,3,6,4,3,2,7,0,2,1,7,4,10,36 to 50,Female,673.7,0,2015,10
1350,5,3,6,3,5,8,1,3,2,0,10,0,7,10,2,1,2,1,5,36 to 50,Female,629.2,0,2015,10
1351,5,1,9,4,8,10,3,1,10,6,6,1,7,10,1,1,7,5,4,51 or more,Female,681.1,0,2015,10
1352,3,3,6,5,8,10,4,1,6,6,8,10,8,7,4,1,5,5,5,20 or younger,Female,695.3,1,2015,10
1353,5,2,10,6,10,7,3,5,8,5,5,3,9,5,0,1,10,5,3,36 to 50,Female,725.5,1,2015,10
1354,2,5,1,5,2,2,4,0,5,2,2,2,8,0,5,0,3,1,5,21 to 35,Female,598.9,1,2015,10
1355,3,1,5,4,5,6,7,5,2,3,5,10,7,0,2,0,4,7,7,21 to 35,Female,689.4,1,2015,10
1356,1,2,2,4,2,2,7,1,3,8,10,3,7,2,1,0,10,9,7,21 to 35,Female,668.3,1,2015,10
1357,2,4,5,10,10,10,3,5,8,4,3,5,6,0,6,1,6,4,10,36 to 50,Male,688.8,0,2015,10
1358,2,1,3,3,5,3,1,1,10,5,5,10,9,0,2,1,1,1,4,21 to 35,Female,669.4,1,2015,10
1359,1,2,3,5,2,10,6,5,7,10,10,1,5,0,2,1,5,4,5,21 to 35,Female,681.5,0,2015,10
1360,3,5,10,10,10,10,5,5,10,6,2,10,6,0,10,1,7,7,10,36 to 50,Female,714.1,0,2015,10
1361,2,2,3,5,6,10,4,3,5,2,6,5,8,4,4,1,3,3,7,36 to 50,Male,657.5,0,2015,10
1362,4,4,10,6,5,3,4,1,10,8,5,5,8,0,5,1,10,5,6,51 or more,Female,703.2,1,2015,10
1363,3,0,10,6,9,3,10,4,2,3,2,1,10,8,4,0,9,10,9,21 to 35,Female,675.8,0,2015,10
1364,4,4,3,3,10,10,2,5,6,0,4,0,6,10,10,1,2,0,5,21 to 35,Female,632.9,1,2015,10
1365,4,3,4,10,4,8,8,5,7,5,8,5,8,0,5,1,10,8,8,36 to 50,Female,717.4,0,2015,10
1366,1,5,3,7,6,10,3,5,4,2,2,2,6,10,3,1,10,3,4,51 or more,Female,632.5,0,2015,10
1367,5,3,10,6,10,2,3,5,5,1,9,6,5,0,1,1,10,2,10,51 or more,Male,720.4,1,2015,10
1368,1,3,5,10,5,10,5,1,7,4,10,2,6,0,4,0,5,4,5,20 or younger,Female,669.8,1,2015,10
1369,3,3,6,6,1,1,4,2,6,2,5,3,7,2,5,0,7,2,3,21 to 35,Male,631.6,1,2015,10
1370,2,2,2,3,1,10,3,1,4,3,5,1,8,2,4,1,5,5,3,36 to 50,Female,630.1,0,2015,10
1371,3,3,10,6,3,3,8,3,5,4,8,10,9,0,1,1,7,7,10,20 or younger,Female,709.1,0,2015,10
1372,5,3,10,3,1,10,3,2,6,1,10,0,6,0,2,1,5,0,8,36 to 50,Female,681.7,1,2015,10
1373,3,3,3,4,4,3,0,0,8,5,8,2,8,10,3,0,5,1,2,21 to 35,Female,598.4,0,2015,10
1374,3,3,3,4,4,3,0,0,8,5,8,2,8,10,3,0,5,1,2,21 to 35,Female,598.4,0,2015,10
1375,2,4,10,4,3,3,4,5,8,4,2,10,8,0,3,1,2,2,2,21 to 35,Male,656.7,0,2015,10
1376,2,4,10,4,3,3,4,5,8,4,2,10,8,0,3,1,2,2,2,21 to 35,Male,656.7,0,2015,10
1377,4,3,10,5,10,10,2,5,8,4,8,3,8,0,2,0,10,7,3,21 to 35,Female,714.0,1,2015,10
1378,3,5,10,4,6,5,0,5,4,0,3,0,5,0,2,1,3,0,4,51 or more,Male,627.4,0,2015,10
1379,1,2,10,10,10,10,9,0,9,10,10,8,7,0,0,1,3,10,10,51 or more,Female,758.4,1,2015,10
1380,4,2,10,6,1,6,0,2,5,3,3,0,7,1,4,1,3,3,6,20 or younger,Female,658.4,1,2015,10
1381,2,4,0,1,2,1,0,1,1,1,2,5,10,4,1,0,4,2,2,20 or younger,Female,587.4,1,2015,10
1382,2,4,0,1,2,1,0,1,1,1,2,5,10,4,1,0,4,2,2,20 or younger,Female,587.4,1,2015,10
1383,3,3,6,4,10,8,6,2,8,5,3,2,5,10,4,1,10,1,5,51 or more,Female,652.9,0,2015,10
1384,3,3,1,1,7,7,3,1,1,3,3,2,8,0,2,1,4,2,3,36 to 50,Female,622.9,0,2015,10
1385,1,2,5,2,8,6,2,4,5,2,8,0,6,0,2,0,5,2,7,36 to 50,Male,652.4,1,2015,10
1386,5,3,1,4,4,2,3,0,4,0,6,0,8,0,10,1,4,0,5,51 or more,Female,623.5,1,2015,10
1387,2,1,9,9,2,8,4,2,8,2,1,0,8,0,1,1,9,1,5,36 to 50,Male,683.7,1,2015,10
1388,3,4,3,4,4,4,3,1,2,2,2,2,6,0,6,1,5,1,3,51 or more,Female,605.3,0,2015,10
1389,4,2,1,3,8,10,1,4,2,0,2,2,5,0,0,1,10,0,4,51 or more,Female,647.6,0,2015,10
1390,2,5,8,5,10,10,10,5,5,2,4,1,8,0,1,1,5,10,2,21 to 35,Female,704.7,1,2015,10
1391,5,2,10,10,10,10,10,5,7,5,8,5,7,0,1,1,5,5,7,36 to 50,Female,758.0,1,2015,10
1392,5,0,3,10,5,10,5,1,10,1,10,3,10,0,2,1,0,4,10,20 or younger,Male,719.9,1,2015,11
1393,2,2,0,3,10,10,0,5,5,2,6,10,5,0,0,1,5,0,10,51 or more,Female,675.6,0,2015,11
1394,5,3,1,3,1,3,0,0,10,0,5,0,6,0,4,1,0,0,10,51 or more,Male,629.7,1,2015,11
1395,2,3,6,10,5,10,4,3,8,5,7,1,7,0,2,1,4,3,7,21 to 35,Female,698.3,1,2015,11
1396,1,3,0,5,2,4,2,2,7,3,1,1,6,0,0,0,5,0,1,51 or more,Female,608.5,1,2015,11
1397,4,4,10,7,10,10,8,3,7,6,8,5,7,0,1,1,10,8,3,21 to 35,Male,741.0,1,2015,11
1398,4,4,10,7,10,10,8,3,7,6,8,5,7,0,1,1,10,8,3,21 to 35,Male,741.0,1,2015,11
1399,4,4,10,8,6,10,10,3,7,7,7,5,7,0,1,1,10,10,5,21 to 35,Male,745.9,1,2015,11
1400,3,2,4,2,10,5,3,3,5,0,8,3,6,10,8,1,6,1,3,21 to 35,Male,642.2,1,2015,11
1401,5,0,3,10,5,10,5,1,10,1,10,3,10,0,2,1,0,4,10,20 or younger,Male,719.9,1,2015,11
1402,2,2,10,4,8,10,6,5,7,3,2,7,8,0,0,1,6,2,10,21 to 35,Male,704.3,0,2015,11
1403,5,5,10,4,10,8,10,4,4,1,1,3,5,10,4,1,6,3,10,51 or more,Male,679.7,1,2015,11
1404,1,2,10,6,1,8,6,3,8,3,3,10,8,0,6,1,10,7,7,21 to 35,Male,690.9,0,2015,11
1405,2,4,10,2,1,3,2,2,7,1,3,1,8,0,10,1,2,1,10,21 to 35,Male,633.1,1,2015,11
1406,0,5,1,2,10,3,2,5,10,4,3,1,5,10,2,1,5,1,7,51 or more,Female,617.2,0,2015,11
1407,2,2,10,7,10,10,6,5,5,3,6,2,7,0,1,0,10,5,8,21 to 35,Female,713.4,1,2015,11
1408,5,3,3,4,7,10,4,4,7,2,5,0,7,8,8,1,10,1,7,20 or younger,Female,670.7,1,2015,11
1409,5,3,3,4,7,10,4,4,7,2,5,0,7,8,8,1,10,1,7,20 or younger,Female,670.7,1,2015,11
1410,4,3,3,1,7,6,5,0,6,4,6,8,8,0,2,0,6,9,8,21 to 35,Female,677.9,1,2015,11
1411,4,3,3,1,7,6,5,0,6,4,6,8,8,0,2,0,6,9,8,21 to 35,Female,677.9,1,2015,11
1412,4,3,3,1,7,6,5,0,6,4,6,8,8,0,2,0,6,9,8,21 to 35,Female,677.9,1,2015,11
1413,4,2,3,2,8,10,5,3,5,1,6,3,6,10,4,1,7,1,5,21 to 35,Male,662.2,1,2015,11
1414,3,4,10,6,3,10,1,5,6,2,8,5,8,0,1,1,8,8,5,36 to 50,Female,695.3,0,2015,11
1415,3,1,10,8,10,5,2,5,7,3,5,3,7,0,5,1,6,1,4,36 to 50,Female,699.6,1,2015,11
1416,5,1,2,6,10,7,0,5,6,2,4,1,5,0,4,1,10,0,7,51 or more,Male,688.8,1,2015,11
1417,5,5,0,8,10,10,8,5,7,3,8,10,7,10,1,0,6,6,5,36 to 50,Male,695.1,1,2015,11
1418,3,4,1,4,7,6,1,5,6,9,8,2,4,6,8,0,0,3,5,21 to 35,Male,614.6,0,2015,11
1419,5,1,10,8,10,10,10,5,8,4,10,4,8,1,2,1,10,5,10,36 to 50,Female,772.2,1,2015,11
1420,3,4,1,4,7,6,1,5,6,9,8,2,4,6,8,0,0,3,5,21 to 35,Male,614.6,0,2015,11
1421,3,3,6,6,4,8,4,3,4,5,3,4,5,5,4,0,4,4,6,21 to 35,Female,630.8,0,2015,11
1422,2,4,2,3,10,10,1,5,4,4,2,10,9,0,5,1,3,1,4,51 or more,Female,672.2,1,2015,11
1423,2,2,7,4,10,8,5,5,8,6,7,2,7,0,2,1,6,4,4,36 to 50,Female,710.2,1,2015,11
1424,5,3,7,7,10,5,5,3,8,3,4,10,10,3,4,0,7,2,9,51 or more,Female,700.0,1,2015,11
1425,4,5,10,2,1,10,0,5,2,1,10,1,8,10,10,0,4,0,5,21 to 35,Female,602.2,0,2015,11
1426,3,3,5,3,3,5,3,1,3,6,8,5,8,10,5,1,5,3,5,21 to 35,Male,630.7,0,2015,11
1427,2,2,4,4,0,5,5,0,6,2,4,2,6,1,1,1,3,1,5,21 to 35,Female,639.7,1,2015,11
1428,5,3,9,2,10,10,3,5,5,5,4,0,7,5,6,1,9,0,7,36 to 50,Female,689.2,1,2015,11
1429,3,2,6,7,6,10,5,0,8,3,3,10,8,0,3,1,3,5,7,36 to 50,Male,682.4,0,2015,11
1430,5,3,9,2,10,10,9,5,4,5,4,0,7,5,6,1,7,0,7,36 to 50,Female,694.3,1,2015,11
1431,4,4,5,4,3,4,3,3,3,2,5,3,7,5,1,1,5,1,3,36 to 50,Female,628.2,0,2015,11
1432,1,2,7,5,10,10,7,3,7,7,1,5,6,7,2,1,7,1,5,36 to 50,Female,686.7,1,2015,11
1433,5,4,8,8,2,8,5,3,10,5,7,3,8,0,3,1,8,5,6,21 to 35,Male,713.8,1,2015,11
1434,5,2,8,2,3,3,1,1,3,0,2,3,6,0,1,1,10,1,2,21 to 35,Female,632.5,0,2015,11
1435,5,2,8,2,3,3,1,1,3,0,2,3,6,0,1,1,10,1,2,21 to 35,Female,632.5,0,2015,11
1436,5,4,10,4,10,10,2,5,4,1,10,0,6,8,5,1,3,6,4,21 to 35,Female,681.7,1,2015,11
1437,4,1,7,4,6,6,9,1,5,6,4,7,7,0,0,1,7,5,10,36 to 50,Male,718.1,1,2015,11
1438,4,1,4,3,5,6,1,5,5,1,1,0,7,10,1,1,5,6,7,51 or more,Male,641.0,0,2015,11
1439,0,5,10,3,10,10,5,3,3,1,9,0,4,10,1,1,10,0,1,36 to 50,Male,633.5,0,2015,11
1440,3,2,3,10,10,7,5,2,2,3,6,5,7,0,3,1,3,3,8,21 to 35,Female,691.3,1,2015,11
1441,5,4,4,2,6,3,4,3,3,2,7,1,7,0,1,1,10,5,10,36 to 50,Female,684.7,1,2015,11
1442,2,1,7,10,10,9,3,3,5,6,2,10,6,0,0,1,8,3,7,36 to 50,Female,705.6,0,2015,11
1443,3,5,4,3,6,6,3,5,3,2,4,1,8,0,10,0,2,1,10,36 to 50,Female,629.9,1,2015,11
1444,3,4,10,10,8,10,3,4,9,3,10,5,7,0,2,1,10,8,5,36 to 50,Female,721.0,0,2015,11
1445,1,5,2,0,0,5,0,0,2,1,1,0,7,3,1,1,1,0,10,51 or more,Male,574.7,0,2015,11
1446,2,3,4,2,3,3,1,1,6,2,8,5,6,8,5,0,1,2,5,36 to 50,Female,606.5,1,2015,11
1447,2,2,5,2,3,5,2,2,8,0,5,0,9,0,5,1,8,0,2,21 to 35,Female,645.6,1,2015,11
1448,2,2,5,2,3,5,2,2,8,0,5,0,9,0,5,1,8,0,2,21 to 35,Female,645.6,1,2015,11
1449,2,2,1,10,3,6,5,1,8,7,5,5,7,10,2,1,7,3,4,20 or younger,Female,650.3,0,2015,11
1450,5,1,10,10,6,10,10,5,10,5,7,0,8,0,0,1,4,3,10,21 to 35,Female,735.9,0,2015,11
1451,5,1,10,10,6,10,10,5,10,5,7,0,8,0,0,1,4,3,10,21 to 35,Female,735.9,0,2015,11
1452,1,4,8,5,10,10,6,4,4,2,10,1,7,10,0,0,10,1,3,21 to 35,Male,664.9,1,2015,11
1453,2,3,9,5,10,4,3,1,8,3,3,8,7,4,0,0,5,5,3,21 to 35,Female,663.5,1,2015,11
1454,4,4,6,10,7,10,8,3,7,4,10,10,7,0,5,1,8,9,2,36 to 50,Male,732.9,1,2015,11
1455,3,3,2,6,5,5,2,5,8,1,10,2,8,0,5,0,8,1,3,21 to 35,Female,660.0,1,2015,11
1456,3,4,9,5,1,1,0,0,4,1,6,0,7,0,6,0,6,2,2,36 to 50,Male,591.0,0,2015,11
1457,4,3,10,10,10,7,7,5,4,4,5,3,6,0,8,1,10,2,7,21 to 35,Female,714.7,1,2015,11
1458,1,5,0,2,1,4,1,1,2,1,1,0,9,2,10,0,3,2,3,21 to 35,Female,547.9,0,2015,11
1459,3,3,1,7,9,6,7,0,8,6,3,8,8,2,8,0,6,8,10,20 or younger,Female,660.3,0,2015,11
1460,3,1,7,3,1,3,2,1,8,3,7,4,8,0,1,1,2,1,1,20 or younger,Male,657.7,1,2015,11
1461,4,5,4,10,5,2,3,3,3,1,2,0,8,10,3,0,5,4,3,36 to 50,Female,598.9,0,2015,11
1462,1,3,2,10,8,5,5,2,1,4,10,10,6,3,3,1,5,6,10,21 to 35,Male,676.6,0,2015,11
1463,1,5,0,2,1,4,1,1,2,1,1,0,9,2,10,0,3,2,3,21 to 35,Female,547.9,0,2015,11
1464,2,1,4,3,5,2,4,3,5,1,3,5,6,10,2,0,2,4,3,21 to 35,Female,602.1,0,2015,11
1465,2,2,5,9,5,3,6,5,5,3,1,4,7,0,3,1,10,1,10,21 to 35,Male,692.0,1,2015,11
1466,3,4,2,7,3,4,1,0,4,1,10,0,7,0,10,1,6,0,7,51 or more,Male,615.6,0,2015,11
1467,4,3,3,2,6,7,6,4,4,4,8,5,7,7,0,1,6,4,4,51 or more,Female,664.5,0,2015,11
1468,2,2,4,5,10,10,4,5,6,2,3,10,8,0,1,1,6,9,10,21 to 35,Female,726.6,1,2015,11
1469,2,2,4,4,6,8,2,5,3,3,6,2,7,5,5,1,5,2,5,36 to 50,Female,643.7,0,2015,11
1470,1,4,2,3,2,3,5,0,0,2,3,1,6,0,4,0,4,1,1,20 or younger,Female,585.1,1,2015,11
1471,2,5,0,8,4,10,1,1,1,2,6,0,6,2,5,0,7,3,1,20 or younger,Female,594.2,0,2015,11
1472,1,5,0,2,1,4,1,1,2,1,1,0,9,2,10,0,3,2,3,21 to 35,Female,547.9,0,2015,11
1473,4,5,3,2,4,1,2,1,0,0,1,1,8,0,0,1,0,9,10,51 or more,Female,632.7,1,2015,11
1474,1,5,0,3,1,6,0,0,3,2,8,6,8,7,4,0,0,2,10,21 to 35,Female,581.4,0,2015,11
1475,3,1,5,9,5,4,9,4,3,5,4,2,7,9,5,1,8,6,4,21 to 35,Male,663.7,0,2015,11
1476,3,3,10,6,10,5,10,0,7,6,5,5,8,0,0,0,4,10,10,21 to 35,Female,710.0,1,2015,11
1477,4,4,2,2,2,2,1,0,3,2,8,3,7,0,2,0,2,4,10,36 to 50,Male,608.4,0,2015,11
1478,5,5,5,10,10,10,10,5,7,7,10,7,7,0,3,0,10,7,7,51 or more,Female,741.4,1,2015,11
1479,3,4,2,4,1,6,3,1,7,4,7,2,9,0,6,1,3,1,5,21 to 35,Male,629.0,0,2015,11
1480,3,2,10,10,10,10,10,4,5,3,7,5,7,5,1,1,10,5,5,20 or younger,Female,735.7,1,2015,11
1481,2,4,3,7,10,10,2,0,1,6,10,1,8,0,10,0,10,10,3,20 or younger,Male,661.7,1,2015,11
1482,4,4,10,7,10,10,2,5,2,0,8,2,7,0,2,0,10,0,10,51 or more,Female,693.4,1,2015,11
1483,4,5,10,7,5,10,7,2,5,4,3,0,8,0,3,1,7,4,3,21 to 35,Female,685.8,1,2015,11
1484,4,3,3,3,6,5,2,3,10,2,8,0,8,7,7,1,10,1,7,36 to 50,Female,647.7,0,2015,11
1485,3,2,1,10,10,10,1,5,9,5,3,5,8,7,1,1,4,5,6,36 to 50,Female,701.1,1,2015,11
